id,timestamp,operatingSystem,numberOfInstances,instanceName,vcpu,cpuUsage,memory,memoryUsage,networkPerformance,storageType,numberOfVolume,storageSize,numberOfALB,costPerMonth
4526,2023-05-10 05:51:11,Linux,9,c5.2xlarge,4,12.136383,16,30.909998,Up to 10 Gigabit,EBS only,7,802,1,3023.3
4527,2023-08-12 20:38:05,Linux,4,c5.2xlarge,4,35.869064,16,53.148511,Up to 10 Gigabit,EBS only,6,286,4,1141.12
4528,2023-05-14 13:57:39,Linux,6,c5.2xlarge,4,90.461801,16,65.837293,Up to 10 Gigabit,EBS only,2,79,5,1083.52
4529,2023-06-19 01:06:01,Linux,2,r5.2xlarge,4,67.502144,32,54.351311,Up to 10 Gigabit,EBS only,2,184,2,627.12
4530,2023-01-05 19:59:54,Linux,7,m5.2xlarge,8,26.71904,32,59.26162,Up to 10 Gigabit,EBS only,7,307,2,1958.88
4531,2023-10-10 19:17:31,Linux,4,r5.2xlarge,4,5.577578,32,97.535806,Up to 10 Gigabit,EBS only,6,578,2,1964.56
4532,2023-06-30 08:20:36,Linux,8,c5.12xlarge,16,55.36449,128,11.463414,12 Gigabit,EBS only,8,982,5,10393.76
4533,2023-07-19 17:26:54,Linux,8,t3.medium,2,27.923142,4,31.864911,Up to 5 Gigabit,EBS only,10,360,2,1107.12
4534,2023-07-23 10:24:17,Linux,8,r5.4xlarge,8,66.919894,64,9.5027,Up to 10 Gigabit,EBS only,9,291,1,4938.3
4535,2023-08-15 17:34:22,Linux,2,r5.2xlarge,4,1.572329,32,37.625036,Up to 10 Gigabit,EBS only,7,297,5,1071.98
4536,2023-05-12 22:59:43,Linux,2,t3.xlarge,4,52.178974,16,85.815057,Up to 5 Gigabit,EBS only,4,114,1,289.96
4537,2023-04-22 10:48:53,Linux,3,t3.medium,2,95.78988,4,5.386124,Up to 5 Gigabit,EBS only,10,437,5,1200.37
4538,2023-04-24 18:16:06,Linux,8,t3.medium,2,12.214242,4,12.635303,Up to 5 Gigabit,EBS only,2,481,2,421.24
4539,2023-01-09 02:05:33,Linux,1,t3.medium,2,91.961493,4,12.717763,Up to 5 Gigabit,EBS only,9,311,3,749.13
4540,2023-08-17 06:43:48,Linux,1,r5.2xlarge,4,86.992575,32,95.628598,Up to 10 Gigabit,EBS only,5,77,2,365.82
4541,2023-01-19 16:48:32,Linux,3,c5.2xlarge,4,82.854698,16,3.237086,Up to 10 Gigabit,EBS only,3,359,2,801.24
4542,2023-08-21 15:21:29,Linux,2,m5.2xlarge,8,34.794938,32,87.12143,Up to 10 Gigabit,EBS only,9,256,4,999.08
4543,2023-09-26 04:55:29,Linux,4,t3.medium,2,1.694523,4,10.136741,Up to 5 Gigabit,EBS only,4,1000,5,1125.56
4544,2023-01-31 14:21:16,Linux,3,r5.2xlarge,4,12.913737,32,84.708806,Up to 10 Gigabit,EBS only,10,887,2,3103.36
4545,2023-05-22 03:22:17,Linux,2,c5.2xlarge,4,37.532398,16,83.975426,Up to 10 Gigabit,EBS only,6,83,4,476.96
4546,2023-08-08 00:55:45,Linux,1,t3.xlarge,4,78.856356,16,44.787474,Up to 5 Gigabit,EBS only,6,476,4,828.26
4547,2023-04-15 04:38:12,Linux,4,t3.medium,2,59.120263,4,57.797078,Up to 5 Gigabit,EBS only,4,311,2,409.0
4548,2023-04-17 14:35:13,Linux,6,c5.12xlarge,16,47.596317,128,50.344103,12 Gigabit,EBS only,6,866,3,7614.36
4549,2023-07-19 07:17:42,Linux,3,m5.2xlarge,8,4.370734,32,99.313316,Up to 10 Gigabit,EBS only,9,861,4,2614.8
4550,2023-02-24 21:56:26,Linux,4,r5.2xlarge,4,70.146633,32,60.634708,Up to 10 Gigabit,EBS only,6,699,3,2153.32
4551,2023-08-22 04:47:39,Linux,5,c5.2xlarge,4,21.842241,16,62.455951,Up to 10 Gigabit,EBS only,3,107,4,952.16
4552,2023-07-04 15:04:57,Linux,6,t3.xlarge,4,69.233546,16,91.229493,Up to 5 Gigabit,EBS only,10,853,3,2732.0
4553,2023-04-08 05:56:51,Linux,2,t3.xlarge,4,6.964086,16,68.977142,Up to 5 Gigabit,EBS only,9,855,2,2172.1
4554,2023-05-17 14:13:54,Linux,9,c5.2xlarge,4,83.414994,16,90.185376,Up to 10 Gigabit,EBS only,8,725,5,3071.66
4555,2023-09-30 14:02:15,Linux,3,t3.medium,2,80.117917,4,14.723431,Up to 5 Gigabit,EBS only,8,647,2,1409.93
4556,2023-02-24 06:54:45,Linux,5,m5.2xlarge,8,57.056503,32,23.826447,Up to 10 Gigabit,EBS only,8,632,3,2314.66
4557,2023-01-27 03:36:06,Linux,8,m5.2xlarge,8,47.60686,32,20.602696,Up to 10 Gigabit,EBS only,10,99,4,1857.56
4558,2023-10-15 20:46:40,Linux,3,t3.medium,2,4.145186,4,12.031184,Up to 5 Gigabit,EBS only,2,432,1,288.81
4559,2023-08-11 13:04:36,Linux,9,r5.2xlarge,4,20.941362,32,91.655547,Up to 10 Gigabit,EBS only,2,822,3,2818.92
4560,2023-01-16 00:36:21,Linux,10,t3.xlarge,4,49.720437,16,81.30021,Up to 5 Gigabit,EBS only,2,729,3,1236.08
4561,2023-02-06 14:41:21,Linux,5,r5.2xlarge,4,97.186811,32,7.017518,Up to 10 Gigabit,EBS only,4,975,1,2342.6
4562,2023-12-25 23:42:33,Linux,4,r5.2xlarge,4,86.255923,32,33.153411,Up to 10 Gigabit,EBS only,5,143,3,1248.78
4563,2023-03-24 16:02:15,Linux,4,t3.medium,2,72.52784,4,93.832425,Up to 5 Gigabit,EBS only,7,372,2,762.6
4564,2023-11-19 21:03:14,Linux,9,m5.2xlarge,8,4.989487,32,50.118668,Up to 10 Gigabit,EBS only,8,863,2,3595.22
4565,2023-11-23 07:13:41,Linux,6,t3.medium,2,62.079131,4,13.936186,Up to 5 Gigabit,EBS only,6,873,3,1490.22
4566,2023-11-05 00:38:47,Linux,7,r5.2xlarge,4,59.42192,32,94.235291,Up to 10 Gigabit,EBS only,3,481,5,2235.22
4567,2023-12-29 07:29:33,Linux,6,r5.4xlarge,8,88.101683,64,75.495232,Up to 10 Gigabit,EBS only,9,507,2,4379.4
4568,2023-07-11 17:05:44,Linux,1,t3.medium,2,83.182991,4,73.578506,Up to 5 Gigabit,EBS only,5,989,4,1307.09
4569,2023-03-19 17:27:47,Linux,8,t3.xlarge,4,69.227675,16,48.037498,Up to 5 Gigabit,EBS only,3,694,5,1226.92
4570,2023-01-06 04:40:23,Linux,5,r5.2xlarge,4,87.286514,32,76.29631,Up to 10 Gigabit,EBS only,1,830,5,1544.4
4571,2023-12-24 23:02:16,Linux,8,m5.2xlarge,8,74.126791,32,49.374539,Up to 10 Gigabit,EBS only,1,953,4,1847.94
4572,2023-12-20 16:56:33,Linux,5,r5.4xlarge,8,42.5255,64,55.264876,Up to 10 Gigabit,EBS only,2,374,2,2855.33
4573,2023-10-28 05:57:49,Linux,7,c5.2xlarge,4,1.403992,16,64.417219,Up to 10 Gigabit,EBS only,7,512,1,2148.02
4574,2023-08-07 09:46:36,Linux,8,m5.2xlarge,8,51.340162,32,57.804599,Up to 10 Gigabit,EBS only,8,246,3,2111.84
4575,2023-09-15 07:25:31,Linux,8,t3.xlarge,4,99.599132,16,26.880562,Up to 5 Gigabit,EBS only,3,661,2,1201.18
4576,2023-09-04 10:42:26,Linux,9,r5.4xlarge,8,94.404931,64,87.362694,Up to 10 Gigabit,EBS only,6,110,1,4961.13
4577,2023-07-04 18:31:25,Linux,6,c5.2xlarge,4,98.931384,16,14.610031,Up to 10 Gigabit,EBS only,7,757,5,2420.18
4578,2023-05-17 05:12:51,Linux,6,m5.2xlarge,8,4.218603,32,35.265332,Up to 10 Gigabit,EBS only,2,311,5,1361.84
4579,2023-12-27 06:53:08,Linux,5,c5.12xlarge,16,23.901675,128,33.090885,12 Gigabit,EBS only,3,634,2,5714.02
4580,2023-02-03 16:02:36,Linux,10,r5.4xlarge,8,85.684018,64,32.508236,Up to 10 Gigabit,EBS only,9,623,2,6779.52
4581,2023-03-21 08:17:19,Linux,10,m5.2xlarge,8,70.977143,32,15.05394,Up to 10 Gigabit,EBS only,2,158,4,2082.36
4582,2023-06-26 20:20:50,Linux,8,r5.2xlarge,4,5.639581,32,12.178815,Up to 10 Gigabit,EBS only,6,671,5,3172.52
4583,2023-03-04 10:31:09,Linux,4,m5.2xlarge,8,43.464613,32,47.531895,Up to 10 Gigabit,EBS only,5,334,1,1234.28
4584,2023-01-19 12:44:40,Linux,10,r5.2xlarge,4,67.281988,32,4.898715,Up to 10 Gigabit,EBS only,9,395,5,3581.5
4585,2023-12-18 08:10:01,Linux,9,t3.medium,2,96.795763,4,32.899523,Up to 5 Gigabit,EBS only,1,15,5,196.41
4586,2023-10-13 16:49:32,Linux,7,m5.2xlarge,8,80.973412,32,76.643075,Up to 10 Gigabit,EBS only,4,598,1,2022.06
4587,2023-11-03 23:44:44,Linux,6,m5.2xlarge,8,42.156308,32,48.439255,Up to 10 Gigabit,EBS only,5,111,1,1344.42
4588,2023-06-02 20:32:11,Linux,6,t3.medium,2,36.95432,4,19.39213,Up to 5 Gigabit,EBS only,3,293,2,356.88
4589,2023-09-17 22:04:05,Linux,9,c5.2xlarge,4,77.463166,16,60.022008,Up to 10 Gigabit,EBS only,4,858,1,2455.98
4590,2023-06-24 09:00:41,Linux,8,t3.medium,2,81.026066,4,76.041808,Up to 5 Gigabit,EBS only,2,10,3,176.32
4591,2023-04-22 09:01:17,Linux,10,t3.xlarge,4,68.639437,16,42.942594,Up to 5 Gigabit,EBS only,1,198,1,908.48
4592,2023-07-19 00:52:01,Linux,6,c5.2xlarge,4,88.57591,16,30.604689,Up to 10 Gigabit,EBS only,1,522,4,1178.16
4593,2023-06-05 01:38:59,Linux,8,r5.2xlarge,4,74.967649,32,52.581017,Up to 10 Gigabit,EBS only,2,445,3,2357.16
4594,2023-02-05 21:53:18,Linux,6,c5.12xlarge,16,60.07601,128,73.038066,12 Gigabit,EBS only,5,40,2,6315.4
4595,2023-04-30 19:16:33,Linux,4,t3.xlarge,4,53.527567,16,30.764341,Up to 5 Gigabit,EBS only,6,715,2,1458.2
4596,2023-01-16 18:55:59,Linux,1,r5.2xlarge,4,72.234778,32,18.6264,Up to 10 Gigabit,EBS only,7,510,3,1193.92
4597,2023-02-06 22:38:49,Linux,10,r5.2xlarge,4,82.770636,32,32.08128,Up to 10 Gigabit,EBS only,4,372,3,3044.08
4598,2023-07-04 01:07:33,Linux,10,c5.12xlarge,16,92.480907,128,69.690377,12 Gigabit,EBS only,10,968,4,12955.8
4599,2023-06-13 08:59:01,Linux,8,t3.xlarge,4,79.602759,16,93.158556,Up to 5 Gigabit,EBS only,10,718,5,2552.4
4600,2023-02-07 01:51:57,Linux,6,t3.xlarge,4,36.470834,16,1.041987,Up to 5 Gigabit,EBS only,4,513,1,1047.72
4601,2023-05-10 00:10:06,Linux,9,c5.2xlarge,4,8.821482,16,67.689808,Up to 10 Gigabit,EBS only,6,433,2,2239.14
4602,2023-07-24 12:56:02,Linux,5,c5.2xlarge,4,45.481766,16,97.951733,Up to 10 Gigabit,EBS only,5,730,3,1817.7
4603,2023-04-16 22:11:52,Linux,4,m5.2xlarge,8,57.121554,32,13.85426,Up to 10 Gigabit,EBS only,3,878,2,1484.92
4604,2023-02-09 22:09:18,Linux,9,r5.2xlarge,4,26.057884,32,46.462476,Up to 10 Gigabit,EBS only,6,394,2,3006.12
4605,2023-12-25 03:58:27,Linux,8,t3.medium,2,86.077986,4,70.427682,Up to 5 Gigabit,EBS only,1,386,3,271.48
4606,2023-04-16 15:45:24,Linux,4,t3.xlarge,4,49.694316,16,67.564294,Up to 5 Gigabit,EBS only,10,438,1,1481.6
4607,2023-06-27 13:22:40,Linux,10,t3.xlarge,4,91.224975,16,35.120019,Up to 5 Gigabit,EBS only,7,114,2,1064.48
4608,2023-09-23 15:58:49,Linux,8,c5.12xlarge,16,6.290112,128,45.056955,12 Gigabit,EBS only,1,460,1,8470.8
4609,2023-04-03 02:35:08,Linux,1,r5.2xlarge,4,97.562317,32,89.656534,Up to 10 Gigabit,EBS only,2,414,3,481.0
4610,2023-08-02 09:17:57,Linux,10,t3.xlarge,4,44.329792,16,47.345883,Up to 5 Gigabit,EBS only,7,786,5,2287.52
4611,2023-10-06 19:27:57,Linux,3,c5.2xlarge,4,53.129574,16,39.904923,Up to 10 Gigabit,EBS only,3,691,4,1060.2
4612,2023-08-04 07:51:12,Linux,5,t3.xlarge,4,57.628275,16,73.363294,Up to 5 Gigabit,EBS only,9,931,1,2607.04
4613,2023-08-26 17:03:42,Linux,5,r5.4xlarge,8,91.335314,64,20.571914,Up to 10 Gigabit,EBS only,1,225,1,2719.35
4614,2023-08-02 17:07:17,Linux,3,r5.4xlarge,8,55.72131,64,21.005019,Up to 10 Gigabit,EBS only,8,185,3,1981.31
4615,2023-09-02 20:14:09,Linux,6,t3.medium,2,38.72096,4,8.705624,Up to 5 Gigabit,EBS only,3,154,5,248.46
4616,2023-01-05 09:52:15,Linux,9,m5.2xlarge,8,78.508603,32,17.132702,Up to 10 Gigabit,EBS only,6,915,3,3227.58
4617,2023-05-21 16:29:35,Linux,4,r5.2xlarge,4,68.044009,32,16.825791,Up to 10 Gigabit,EBS only,1,371,2,1159.34
4618,2023-12-22 16:05:46,Linux,5,t3.xlarge,4,43.158677,16,75.160607,Up to 5 Gigabit,EBS only,7,202,1,796.14
4619,2023-03-04 09:15:35,Linux,2,r5.2xlarge,4,20.746825,32,34.326398,Up to 10 Gigabit,EBS only,6,589,1,1450.28
4620,2023-02-27 21:39:25,Linux,7,m5.2xlarge,8,52.143252,32,62.393118,Up to 10 Gigabit,EBS only,5,526,3,2083.94
4621,2023-06-05 00:04:15,Linux,9,c5.2xlarge,4,50.719248,16,91.904948,Up to 10 Gigabit,EBS only,4,502,2,2085.74
4622,2023-07-11 05:49:10,Linux,7,r5.4xlarge,8,16.518822,64,85.650443,Up to 10 Gigabit,EBS only,10,259,5,4398.59
4623,2023-07-12 03:26:23,Linux,3,m5.2xlarge,8,52.109649,32,86.602491,Up to 10 Gigabit,EBS only,10,432,1,1723.26
4624,2023-11-05 12:54:49,Linux,6,r5.4xlarge,8,37.956919,64,56.847316,Up to 10 Gigabit,EBS only,1,769,1,3392.96
4625,2023-04-21 19:17:10,Linux,9,t3.xlarge,4,98.949367,16,2.850176,Up to 5 Gigabit,EBS only,5,227,1,1066.4
4626,2023-07-08 22:25:28,Linux,4,c5.12xlarge,16,28.711073,128,81.637297,12 Gigabit,EBS only,5,704,3,5090.8
4627,2023-08-18 21:05:28,Linux,1,m5.2xlarge,8,28.525395,32,51.905851,Up to 10 Gigabit,EBS only,6,819,4,1477.66
4628,2023-09-20 19:07:09,Linux,4,r5.2xlarge,4,50.222024,32,80.758928,Up to 10 Gigabit,EBS only,9,91,2,1275.82
4629,2023-02-09 09:52:24,Linux,3,c5.2xlarge,4,96.95579,16,25.764346,Up to 10 Gigabit,EBS only,1,534,5,660.06
4630,2023-10-10 08:06:06,Linux,2,c5.12xlarge,16,53.202817,128,72.724958,12 Gigabit,EBS only,9,507,1,3274.18
4631,2023-11-17 13:01:17,Linux,1,m5.2xlarge,8,43.021198,32,85.755056,Up to 10 Gigabit,EBS only,3,192,1,349.78
4632,2023-02-03 02:26:40,Linux,5,c5.12xlarge,16,99.127405,128,95.692525,12 Gigabit,EBS only,10,463,5,6423.3
4633,2023-08-11 19:46:01,Linux,4,c5.12xlarge,16,33.863417,128,15.788473,12 Gigabit,EBS only,8,154,2,4495.92
4634,2023-06-24 04:25:01,Linux,8,c5.12xlarge,16,59.228196,128,51.337156,12 Gigabit,EBS only,1,611,2,8510.06
4635,2023-11-24 08:48:32,Linux,2,r5.4xlarge,8,69.503166,64,54.795371,Up to 10 Gigabit,EBS only,8,537,4,2181.3
4636,2023-03-21 00:08:36,Linux,7,c5.2xlarge,4,73.766129,16,96.751743,Up to 10 Gigabit,EBS only,9,878,2,3270.7
4637,2023-05-14 19:57:11,Linux,8,c5.12xlarge,16,42.083119,128,45.818159,12 Gigabit,EBS only,2,483,5,8602.36
4638,2023-08-26 20:07:33,Linux,10,c5.12xlarge,16,85.027982,128,30.25114,12 Gigabit,EBS only,2,476,4,10686.52
4639,2023-08-06 22:59:36,Linux,9,r5.4xlarge,8,2.028755,64,83.571517,Up to 10 Gigabit,EBS only,4,163,2,4959.05
4640,2023-10-29 23:16:38,Linux,6,m5.2xlarge,8,22.121361,32,7.076809,Up to 10 Gigabit,EBS only,5,825,2,2272.62
4641,2023-02-04 10:13:56,Linux,4,c5.12xlarge,16,87.450024,128,75.442243,12 Gigabit,EBS only,8,248,1,4691.44
4642,2023-11-21 01:58:47,Linux,9,m5.2xlarge,8,99.638062,32,46.340612,Up to 10 Gigabit,EBS only,2,790,5,2210.98
4643,2023-07-26 22:31:30,Linux,8,t3.xlarge,4,38.66493,16,4.045747,Up to 5 Gigabit,EBS only,3,88,5,754.24
4644,2023-02-16 13:29:22,Linux,10,t3.xlarge,4,56.835329,16,7.303346,Up to 5 Gigabit,EBS only,8,910,2,2749.8
4645,2023-01-20 15:20:07,Linux,4,t3.xlarge,4,81.366831,16,85.206678,Up to 5 Gigabit,EBS only,9,650,4,1863.8
4646,2023-11-04 11:07:43,Linux,2,c5.12xlarge,16,88.799696,128,27.670334,12 Gigabit,EBS only,4,712,2,2828.28
4647,2023-08-27 23:08:24,Linux,4,m5.2xlarge,8,48.79684,32,31.903377,Up to 10 Gigabit,EBS only,5,674,4,1676.28
4648,2023-11-02 21:28:35,Linux,5,c5.2xlarge,4,11.152917,16,90.49074,Up to 10 Gigabit,EBS only,9,416,3,1842.14
4649,2023-07-24 14:26:24,Linux,8,c5.2xlarge,4,80.532888,16,48.430686,Up to 10 Gigabit,EBS only,10,665,3,3118.92
4650,2023-06-16 06:08:29,Linux,8,c5.2xlarge,4,84.026718,16,77.744924,Up to 10 Gigabit,EBS only,10,74,4,1582.32
4651,2023-11-21 21:01:29,Linux,7,t3.xlarge,4,54.208214,16,3.369314,Up to 5 Gigabit,EBS only,6,433,5,1275.38
4652,2023-11-06 16:40:04,Linux,5,r5.4xlarge,8,15.242223,64,65.696962,Up to 10 Gigabit,EBS only,9,850,5,4649.85
4653,2023-08-26 22:48:25,Linux,10,c5.12xlarge,16,94.819927,128,60.306567,12 Gigabit,EBS only,4,925,2,11401.0
4654,2023-12-04 19:20:51,Linux,2,r5.2xlarge,4,11.138146,32,66.384385,Up to 10 Gigabit,EBS only,1,259,4,598.78
4655,2023-10-10 15:25:14,Linux,6,r5.2xlarge,4,41.267293,32,95.89016,Up to 10 Gigabit,EBS only,7,555,2,2604.42
4656,2023-12-22 14:23:49,Linux,2,c5.12xlarge,16,42.326964,128,85.169106,12 Gigabit,EBS only,6,555,5,2953.6
4657,2023-01-25 08:32:25,Linux,4,t3.xlarge,4,39.146918,16,82.28194,Up to 5 Gigabit,EBS only,6,422,3,1001.12
4658,2023-03-29 04:10:45,Linux,10,r5.4xlarge,8,59.974401,64,4.425518,Up to 10 Gigabit,EBS only,1,221,5,5379.16
4659,2023-10-27 15:31:41,Linux,7,c5.2xlarge,4,27.635464,16,77.313495,Up to 10 Gigabit,EBS only,9,399,1,2149.84
4660,2023-07-17 14:29:31,Linux,9,t3.medium,2,49.269792,4,15.565541,Up to 5 Gigabit,EBS only,5,529,3,880.21
4661,2023-02-17 19:51:53,Linux,5,r5.4xlarge,8,76.099692,64,55.637552,Up to 10 Gigabit,EBS only,4,643,1,3329.57
4662,2023-04-11 16:39:24,Linux,1,r5.2xlarge,4,82.278294,32,32.615683,Up to 10 Gigabit,EBS only,4,950,2,1253.72
4663,2023-10-26 03:21:35,Linux,1,m5.2xlarge,8,66.807211,32,69.539491,Up to 10 Gigabit,EBS only,8,506,2,1252.5
4664,2023-09-17 17:48:07,Linux,6,c5.2xlarge,4,81.694203,16,12.13006,Up to 10 Gigabit,EBS only,4,107,1,1153.72
4665,2023-07-07 12:41:22,Linux,7,t3.xlarge,4,6.562157,16,72.430745,Up to 5 Gigabit,EBS only,9,14,1,632.66
4666,2023-10-30 08:42:48,Linux,6,c5.12xlarge,16,67.532476,128,79.432956,12 Gigabit,EBS only,8,510,2,7324.2
4667,2023-07-26 03:57:26,Linux,9,t3.xlarge,4,86.512548,16,60.012199,Up to 5 Gigabit,EBS only,6,880,2,2144.1
4668,2023-01-01 19:02:59,Linux,9,r5.2xlarge,4,67.14297,32,11.699011,Up to 10 Gigabit,EBS only,1,675,2,2566.98
4669,2023-10-23 22:05:30,Linux,10,r5.4xlarge,8,37.832676,64,40.819131,Up to 10 Gigabit,EBS only,2,498,1,5580.66
4670,2023-07-20 12:40:49,Linux,5,r5.4xlarge,8,89.911063,64,58.2042,Up to 10 Gigabit,EBS only,10,113,3,2954.65
4671,2023-08-01 10:20:49,Linux,3,t3.medium,2,61.251754,4,31.557329,Up to 5 Gigabit,EBS only,2,429,5,287.25
4672,2023-10-01 22:40:37,Linux,1,c5.12xlarge,16,70.023928,128,52.958221,12 Gigabit,EBS only,4,382,5,1441.18
4673,2023-09-21 00:09:40,Linux,4,c5.2xlarge,4,76.846254,16,72.310832,Up to 10 Gigabit,EBS only,6,944,1,2167.6
4674,2023-08-04 01:44:11,Linux,9,c5.2xlarge,4,58.659639,16,26.656208,Up to 10 Gigabit,EBS only,3,295,4,1793.76
4675,2023-10-09 09:28:59,Linux,1,m5.2xlarge,8,16.76494,32,49.244559,Up to 10 Gigabit,EBS only,6,179,3,479.26
4676,2023-07-12 20:41:44,Linux,4,t3.xlarge,4,27.825653,16,31.92074,Up to 5 Gigabit,EBS only,6,681,5,1405.16
4677,2023-10-03 17:53:07,Linux,5,m5.2xlarge,8,60.192859,32,38.575286,Up to 10 Gigabit,EBS only,8,425,3,1884.1
4678,2023-10-11 16:05:59,Linux,4,r5.4xlarge,8,60.187189,64,24.505271,Up to 10 Gigabit,EBS only,9,168,2,2521.8
4679,2023-01-09 05:36:52,Linux,7,r5.4xlarge,8,15.4007,64,32.981137,Up to 10 Gigabit,EBS only,6,622,5,4695.51
4680,2023-07-23 04:05:54,Linux,3,c5.2xlarge,4,16.754394,16,63.111316,Up to 10 Gigabit,EBS only,5,324,1,942.42
4681,2023-02-19 02:55:28,Linux,7,r5.2xlarge,4,53.729976,32,80.731267,Up to 10 Gigabit,EBS only,3,933,2,2587.78
4682,2023-07-23 11:26:45,Linux,7,m5.2xlarge,8,11.003844,32,49.849319,Up to 10 Gigabit,EBS only,6,213,2,1732.42
4683,2023-05-18 09:21:02,Linux,3,m5.2xlarge,8,19.271061,32,19.006969,Up to 10 Gigabit,EBS only,8,242,5,1103.42
4684,2023-06-02 19:55:02,Linux,10,c5.12xlarge,16,19.308833,128,7.755058,12 Gigabit,EBS only,7,910,1,12095.2
4685,2023-07-16 18:40:05,Linux,9,r5.4xlarge,8,53.865246,64,28.238202,Up to 10 Gigabit,EBS only,9,376,3,5669.37
4686,2023-03-20 18:34:17,Linux,6,t3.xlarge,4,42.689744,16,31.151788,Up to 5 Gigabit,EBS only,9,307,2,1232.58
4687,2023-12-13 08:25:12,Linux,2,r5.2xlarge,4,7.084051,32,4.018122,Up to 10 Gigabit,EBS only,10,318,2,1358.24
4688,2023-10-11 01:45:58,Linux,7,r5.4xlarge,8,51.574886,64,59.997041,Up to 10 Gigabit,EBS only,4,300,2,4037.19
4689,2023-10-28 23:23:49,Linux,3,t3.medium,2,50.206094,4,90.392721,Up to 5 Gigabit,EBS only,9,382,5,958.05
4690,2023-12-07 15:32:38,Linux,5,t3.medium,2,89.096369,4,89.110867,Up to 5 Gigabit,EBS only,1,845,1,326.65
4691,2023-09-19 09:59:24,Linux,10,t3.xlarge,4,86.393885,16,73.408148,Up to 5 Gigabit,EBS only,3,629,4,1347.62
4692,2023-07-22 01:13:08,Linux,10,t3.medium,2,25.355438,4,81.944229,Up to 5 Gigabit,EBS only,6,940,2,1680.3
4693,2023-11-26 07:16:19,Linux,6,r5.4xlarge,8,71.335031,64,78.992419,Up to 10 Gigabit,EBS only,3,620,5,3676.62
4694,2023-09-16 08:24:48,Linux,5,c5.2xlarge,4,96.930933,16,7.807849,Up to 10 Gigabit,EBS only,3,118,1,960.74
4695,2023-07-27 00:08:08,Linux,6,c5.2xlarge,4,74.915974,16,26.900473,Up to 10 Gigabit,EBS only,4,911,2,1989.88
4696,2023-01-02 03:31:18,Linux,8,c5.12xlarge,16,92.632652,128,87.95462,12 Gigabit,EBS only,6,397,4,8970.52
4697,2023-06-28 20:14:15,Linux,5,t3.medium,2,73.729107,4,48.531282,Up to 5 Gigabit,EBS only,4,53,4,162.07
4698,2023-10-15 11:39:03,Linux,8,t3.medium,2,96.760368,4,27.568515,Up to 5 Gigabit,EBS only,10,538,3,1569.92
4699,2023-08-27 07:13:38,Linux,8,r5.2xlarge,4,39.698834,32,80.886913,Up to 10 Gigabit,EBS only,4,831,4,2990.0
4700,2023-12-22 05:29:37,Linux,7,r5.2xlarge,4,8.84895,32,28.835846,Up to 10 Gigabit,EBS only,7,474,4,2722.72
4701,2023-09-30 15:06:45,Linux,1,r5.4xlarge,8,18.668392,64,1.732124,Up to 10 Gigabit,EBS only,8,265,1,1083.37
4702,2023-12-17 07:27:54,Linux,7,r5.2xlarge,4,38.186123,32,45.723784,Up to 10 Gigabit,EBS only,3,635,5,2355.34
4703,2023-04-12 21:22:20,Linux,8,r5.2xlarge,4,63.573748,32,13.337313,Up to 10 Gigabit,EBS only,4,396,5,2537.6
4704,2023-09-07 05:54:27,Linux,3,c5.12xlarge,16,24.963655,128,42.863789,12 Gigabit,EBS only,1,149,5,3170.44
4705,2023-03-06 18:15:27,Linux,1,c5.2xlarge,4,11.984794,16,29.946735,Up to 10 Gigabit,EBS only,3,535,4,591.04
4706,2023-03-18 03:29:34,Linux,2,t3.medium,2,55.184296,4,76.732394,Up to 5 Gigabit,EBS only,1,701,5,225.04
4707,2023-07-15 17:23:49,Linux,10,t3.xlarge,4,31.924899,16,40.439705,Up to 5 Gigabit,EBS only,3,797,2,1478.66
4708,2023-01-23 17:24:01,Linux,4,r5.2xlarge,4,71.724315,32,26.972012,Up to 10 Gigabit,EBS only,4,248,4,1320.8
4709,2023-01-02 19:36:05,Linux,1,c5.12xlarge,16,37.628696,128,40.116925,12 Gigabit,EBS only,2,845,3,1483.3
4710,2023-04-16 22:15:15,Linux,7,m5.2xlarge,8,13.852355,32,43.818678,Up to 10 Gigabit,EBS only,7,668,4,2615.9
4711,2023-10-16 05:49:46,Linux,10,c5.2xlarge,4,60.951051,16,38.516648,Up to 10 Gigabit,EBS only,8,158,4,2066.04
4712,2023-10-30 21:27:47,Linux,8,t3.xlarge,4,33.974269,16,60.300111,Up to 5 Gigabit,EBS only,3,499,2,1074.82
4713,2023-12-14 23:08:00,Linux,1,r5.4xlarge,8,86.739982,64,14.664965,Up to 10 Gigabit,EBS only,9,174,5,939.33
4714,2023-04-12 11:01:20,Linux,7,c5.12xlarge,16,51.271651,128,39.363771,12 Gigabit,EBS only,2,81,5,7349.42
4715,2023-07-23 16:05:54,Linux,3,c5.2xlarge,4,92.452612,16,46.85446,Up to 10 Gigabit,EBS only,6,579,2,1424.46
4716,2023-08-27 20:35:14,Linux,10,r5.2xlarge,4,31.317481,32,21.768038,Up to 10 Gigabit,EBS only,6,700,5,3749.2
4717,2023-01-26 07:03:42,Linux,4,c5.12xlarge,16,17.639865,128,93.645757,12 Gigabit,EBS only,5,620,4,4981.6
4718,2023-02-26 20:29:22,Linux,7,t3.medium,2,70.44417,4,58.724707,Up to 5 Gigabit,EBS only,6,305,4,625.53
